temp_c,humidity,wind_kmh,rain_prob,days_since_spray,stage_encoded,min_interval,growth_stage,label
14.7,61.9,14.3,53.5,19,0,21,Delayed Dormancy,DELAY
11.8,39.3,2.4,11.6,15,9,14,Fruit Development-II,SPRAY
9.3,33.5,23.5,52.6,17,10,14,Fruit Development-III,DELAY
21.9,91.7,10.8,92.6,20,10,14,Fruit Development-III,DELAY
15.4,86.2,18.3,28,13,11,14,Fruit Development-IV,DELAY
25.1,72.5,8.9,75.4,16,10,14,Fruit Development-III,DELAY
22.2,82.8,21.8,35.7,16,5,14,Petal Fall,DELAY
11.8,54.2,34.5,26.6,17,5,14,Petal Fall,DELAY
29.3,63.7,27.2,15.8,17,1,14,Green Tip,DELAY
14.8,69.3,1.8,19.5,12,4,10,Flowering,SPRAY
11.5,41.2,13.1,32.7,11,10,14,Fruit Development-III,DELAY
39.9,49.6,5.3,15.3,20,0,21,Delayed Dormancy,SKIP
22.8,74.3,15.6,38.5,18,15,21,Dormancy,DELAY
29.9,28,26.7,10.5,19,9,14,Fruit Development-II,DELAY
34.3,31.1,21.5,43.4,14,2,14,Tight Cluster,DELAY
25.5,64.5,18.9,26.6,19,0,21,Delayed Dormancy,DELAY
16.7,61,26.8,41.2,16,6,14,Fruitlet,DELAY
11,52.9,9.2,3.4,17,9,14,Fruit Development-II,SPRAY
12.6,68,21.6,31,18,0,21,Delayed Dormancy,DELAY
30.5,43.9,26.2,22,17,6,14,Fruitlet,DELAY
11.5,66.7,18.2,36.1,19,15,21,Dormancy,DELAY
15.3,48.6,2.5,5.9,15,11,14,Fruit Development-IV,SPRAY
26,30.6,17.5,41.2,13,4,10,Flowering,DELAY
32.3,78.2,18.7,41.1,17,7,14,Fruit Set,DELAY
10.5,44.4,18.3,50.6,18,15,21,Dormancy,DELAY
-3.8,68.5,1.8,11.9,20,4,10,Flowering,SKIP
27.4,65.3,12.8,95.9,2,13,0,Harvest,DELAY
39.7,75,0.2,19.6,18,2,14,Tight Cluster,SKIP
12.3,78.5,10.6,97.1,3,13,0,Harvest,DELAY
33.2,82.2,26,32.9,16,3,14,Pink Bud,DELAY
19,36.2,18.4,43.5,20,15,21,Dormancy,DELAY
24.2,27,29.8,7.5,16,12,14,Pre-Harvest,DELAY
15.8,58.7,33.6,19.2,20,0,21,Delayed Dormancy,DELAY
38.6,56.3,1.3,12.4,16,4,10,Flowering,SKIP
33.2,78.4,20.2,29.8,19,15,21,Dormancy,DELAY
28.3,31.2,2.7,23.3,0,12,14,Pre-Harvest,SKIP
28.4,58.2,3,18.1,19,7,14,Fruit Set,SPRAY
6.5,27,18,42.8,12,12,14,Pre-Harvest,DELAY
14.6,35.6,26.3,47.5,20,15,21,Dormancy,DELAY
-4.7,71.4,9.1,19,16,2,14,Tight Cluster,SKIP
33.1,87.9,22.9,39.2,1,13,0,Harvest,DELAY
2.3,41.4,24.9,34.2,16,5,14,Petal Fall,DELAY
15.6,47.7,16,39,16,8,14,Fruit Development-I,DELAY
2.3,90,27.5,50.2,15,12,14,Pre-Harvest,DELAY
19.6,43.5,3,7.2,17,9,14,Fruit Development-II,SPRAY
36.3,67.3,15,40.5,12,8,14,Fruit Development-I,DELAY
30.9,64,22.6,45.4,16,1,14,Green Tip,DELAY
37.9,41.9,18.7,36.6,18,0,21,Delayed Dormancy,DELAY
24.1,80.5,6.7,97.2,16,6,14,Fruitlet,DELAY
32.3,82,14.9,27.9,12,9,14,Fruit Development-II,DELAY
22.1,84.3,27.2,52,16,8,14,Fruit Development-I,DELAY
25.4,67.3,11,67.9,16,2,14,Tight Cluster,DELAY
6.2,28.5,22.2,42.4,15,9,14,Fruit Development-II,DELAY
9,32.8,22.9,40.9,14,2,14,Tight Cluster,DELAY
7.4,89.5,17.5,54.6,14,1,14,Green Tip,DELAY
26.1,74.5,8.8,60.5,20,4,10,Flowering,DELAY
13.6,55.9,30.8,4.4,20,1,14,Green Tip,DELAY
38.8,43,0.5,5.6,16,2,14,Tight Cluster,SKIP
29.2,59.5,12.3,25.1,20,0,21,Delayed Dormancy,DELAY
15.9,29.1,30,8.6,14,7,14,Fruit Set,DELAY
19,45.8,30.2,12.1,19,1,14,Green Tip,DELAY
38.4,21.1,3.1,27.6,13,4,10,Flowering,SPRAY
8.1,48.8,22.4,26.1,20,0,21,Delayed Dormancy,DELAY
24.4,63.6,12.8,28.2,17,8,14,Fruit Development-I,DELAY
18.3,45.2,6,10.4,20,0,21,Delayed Dormancy,SPRAY
24.7,44.6,22.6,44.9,13,6,14,Fruitlet,DELAY
34.4,58.3,21.9,33.5,13,4,10,Flowering,DELAY
23.9,75.6,25.3,54.2,13,3,14,Pink Bud,DELAY
21,66.4,7.6,10.6,8,13,0,Harvest,SPRAY
28.1,63.4,7.4,3.3,20,0,21,Delayed Dormancy,SPRAY
5.6,41.6,15.7,54.7,13,2,14,Tight Cluster,DELAY
5.6,36.4,12.6,33.7,17,8,14,Fruit Development-I,DELAY
6.2,80.3,26.2,25.3,12,10,14,Fruit Development-III,DELAY
1.7,42.4,4.8,3.2,17,5,14,Petal Fall,SPRAY
39,58.9,11.2,3.2,20,14,21,Post-Harvest,SKIP
19.6,52.8,6.1,17.1,5,5,14,Petal Fall,SPRAY
33.7,72.3,26.3,39.5,19,0,21,Delayed Dormancy,DELAY
17.9,29.1,22.5,25.4,17,3,14,Pink Bud,DELAY
26.1,47,20.4,46,11,7,14,Fruit Set,DELAY
10.9,47.5,22.8,36.5,0,13,0,Harvest,DELAY
7.6,80.2,25.6,51.1,18,0,21,Delayed Dormancy,DELAY
30.3,27,27.2,18,20,15,21,Dormancy,DELAY
38.9,46.8,1.7,13.9,19,7,14,Fruit Set,SKIP
-4.7,67.5,13.5,17.9,20,0,21,Delayed Dormancy,SKIP
15.1,28.5,15.6,38.6,20,14,21,Post-Harvest,DELAY
15.1,54.4,13.6,44.8,18,15,21,Dormancy,DELAY
21,40,26.1,25.1,17,10,14,Fruit Development-III,DELAY
28.7,51.6,16.1,30.9,7,4,10,Flowering,DELAY
24.8,59.3,5.8,96.5,20,12,14,Pre-Harvest,DELAY
18.2,67.8,27.3,29,14,3,14,Pink Bud,DELAY
3.7,85.8,25.4,39.5,20,0,21,Delayed Dormancy,DELAY
8.3,78,13.7,44.7,15,5,14,Petal Fall,DELAY
15.8,88.7,26.7,47.9,13,10,14,Fruit Development-III,DELAY
36.9,54.4,14.1,37.4,16,12,14,Pre-Harvest,DELAY
21.7,45.4,23.8,41.6,12,9,14,Fruit Development-II,DELAY
24.1,61.8,26.3,19.9,15,6,14,Fruitlet,DELAY
29.4,61.5,21.3,53.3,16,10,14,Fruit Development-III,DELAY
34.2,59.7,26,37.7,0,13,0,Harvest,DELAY
10.2,57.3,3.7,89.7,16,3,14,Pink Bud,DELAY
23.8,41.8,8.3,0.7,18,8,14,Fruit Development-I,SPRAY
26.3,61.5,15.6,44.4,14,3,14,Pink Bud,DELAY
30.7,70.2,23.1,26.4,14,7,14,Fruit Set,DELAY
30.4,69.5,27.5,26.6,16,12,14,Pre-Harvest,DELAY
39.8,65.3,7.7,16.9,20,8,14,Fruit Development-I,SKIP
30.6,58,13.5,87.3,14,6,14,Fruitlet,DELAY
21.2,30.2,30.8,7.1,16,12,14,Pre-Harvest,DELAY
7.6,35,17.2,26.5,20,14,21,Post-Harvest,DELAY
22.6,48.3,24.5,34.5,12,9,14,Fruit Development-II,DELAY
30.3,35.4,20.7,37.1,13,5,14,Petal Fall,DELAY
25.9,46.5,16.7,53.5,15,7,14,Fruit Set,DELAY
31.7,88.8,12.1,45.1,19,15,21,Dormancy,DELAY
24.1,65.4,27.3,45.5,13,7,14,Fruit Set,DELAY
36,50.1,20.6,33.5,15,12,14,Pre-Harvest,DELAY
20.3,56.6,16.7,44.5,13,11,14,Fruit Development-IV,DELAY
8,87.2,20.6,25.2,11,2,14,Tight Cluster,DELAY
29.8,81.2,18.8,28.1,15,6,14,Fruitlet,DELAY
35.8,73.5,14.5,38.8,2,13,0,Harvest,DELAY
13.6,40.1,0.8,18.1,17,1,14,Green Tip,SPRAY
-2,52.1,9,17.3,18,13,0,Harvest,SKIP
4.6,85.3,13.7,48.6,13,1,14,Green Tip,DELAY
-2.3,48.4,7.5,3.8,17,2,14,Tight Cluster,SKIP
7.2,69,26.6,48.9,16,9,14,Fruit Development-II,DELAY
2.4,81.9,14.3,26.3,15,11,14,Fruit Development-IV,DELAY
36.1,44.8,24,52.1,13,12,14,Pre-Harvest,DELAY
25.3,58.3,14.6,31.6,17,6,14,Fruitlet,DELAY
23.8,77.7,0.8,88.1,18,8,14,Fruit Development-I,DELAY
4.6,68.7,16,30.9,20,14,21,Post-Harvest,DELAY
14.9,68.6,15.8,33.6,18,15,21,Dormancy,DELAY
-2.7,53.9,5.1,8.9,17,6,14,Fruitlet,SKIP
26.3,83.5,9,65.3,16,5,14,Petal Fall,DELAY
13.9,56.2,19.1,48.2,10,4,10,Flowering,DELAY
10.8,41.2,11.6,25,3,3,14,Pink Bud,SKIP
24.6,72.3,26.3,50.5,16,8,14,Fruit Development-I,DELAY
22.8,75,15.4,26.1,19,0,21,Delayed Dormancy,DELAY
7.4,50.5,26.3,42.7,19,15,21,Dormancy,DELAY
20.4,50.8,20,44.9,13,4,10,Flowering,DELAY
7.1,35.3,21.1,42,17,5,14,Petal Fall,DELAY
19.4,48.3,15.5,39.6,7,4,10,Flowering,DELAY
23.4,50.7,8.7,8.5,18,8,14,Fruit Development-I,SPRAY
11.3,63.7,31.3,7.7,19,1,14,Green Tip,DELAY
22.5,49.5,18.1,42.6,17,8,14,Fruit Development-I,DELAY
15.5,84,20.3,35.6,17,2,14,Tight Cluster,DELAY
19.4,64.3,20,29.2,12,11,14,Fruit Development-IV,DELAY
13.7,32.5,28.6,20.1,14,7,14,Fruit Set,DELAY
13.9,32.4,22.8,39.4,15,7,14,Fruit Set,DELAY
16.8,40.8,14,42.8,12,5,14,Petal Fall,DELAY
7.3,35.8,26.8,40.5,14,1,14,Green Tip,DELAY
28.2,78.4,27.2,31.5,20,0,21,Delayed Dormancy,DELAY
8.1,79,21.6,48.8,18,15,21,Dormancy,DELAY
29.3,48.9,25.7,10.6,15,8,14,Fruit Development-I,DELAY
27.9,50.2,5.9,4.2,1,3,14,Pink Bud,SKIP
24.1,27.5,24.5,40.1,11,5,14,Petal Fall,DELAY
6.7,64.2,25.2,51.9,17,2,14,Tight Cluster,DELAY
15.3,27.8,20.5,31.9,3,13,0,Harvest,DELAY
11.1,35.4,6.7,6.5,1,12,14,Pre-Harvest,SKIP
21.6,41.8,12.1,47.3,11,9,14,Fruit Development-II,DELAY
15.5,38.4,24.9,37.3,11,3,14,Pink Bud,DELAY
23.1,42,20.6,41.9,11,4,10,Flowering,DELAY
16.3,38.2,20.8,41.7,12,8,14,Fruit Development-I,DELAY
19.4,89.3,21.2,48.2,14,11,14,Fruit Development-IV,DELAY
25.7,73.6,19.1,46,8,4,10,Flowering,DELAY
0.5,29.6,13.5,0.1,14,3,14,Pink Bud,SKIP
23.6,30.7,16.2,36.1,11,4,10,Flowering,DELAY
35.5,51,22.5,33.6,15,1,14,Green Tip,DELAY
31.5,66.6,19,31.1,16,1,14,Green Tip,DELAY
20.2,57.9,8.6,18.9,5,9,14,Fruit Development-II,SPRAY
37.1,30.6,16.4,37,16,7,14,Fruit Set,DELAY
9.2,26,23.3,52.6,15,12,14,Pre-Harvest,DELAY
22.1,62.9,17.6,49.5,12,9,14,Fruit Development-II,DELAY
16.5,25.3,14.8,40.2,15,6,14,Fruitlet,DELAY
14.2,32.6,20.2,32.7,15,2,14,Tight Cluster,DELAY
36.8,61.6,24.3,47.7,17,8,14,Fruit Development-I,DELAY
34.3,81,19.7,32.7,19,14,21,Post-Harvest,DELAY
10.3,45.5,27.3,40.5,11,7,14,Fruit Set,DELAY
18,60,3.8,12.2,16,8,14,Fruit Development-I,SPRAY
28.7,65.8,13.3,84.8,20,15,21,Dormancy,DELAY
10.5,40.7,16.2,31.9,18,15,21,Dormancy,DELAY
12.4,33.1,10.5,10.8,15,11,14,Fruit Development-IV,SPRAY
15.4,45.5,26.4,51.4,15,1,14,Green Tip,DELAY
37.4,84.5,16.5,31.7,15,8,14,Fruit Development-I,DELAY
39.1,43.6,9.6,4.9,11,4,10,Flowering,SKIP
10.2,38.4,6.4,7.2,20,14,21,Post-Harvest,SPRAY
10.5,55.6,21.8,36,14,5,14,Petal Fall,DELAY
17,41,29.5,16,18,13,0,Harvest,DELAY
27.9,77.3,20.9,50.7,12,7,14,Fruit Set,DELAY
28.6,55.7,12.2,37.6,8,4,10,Flowering,DELAY
12.8,61.5,21.1,37,16,10,14,Fruit Development-III,DELAY
19.5,50.2,29.5,9.4,16,5,14,Petal Fall,DELAY
35.5,41.8,12.3,28.6,17,11,14,Fruit Development-IV,DELAY
25.4,60,27.7,33.5,13,6,14,Fruitlet,DELAY
18.1,30.1,21.8,38.9,18,15,21,Dormancy,DELAY
35.4,52.4,21.8,37.1,11,5,14,Petal Fall,DELAY
15.9,81.1,9.9,81.1,17,2,14,Tight Cluster,DELAY
30.1,86,24,40.6,14,8,14,Fruit Development-I,DELAY
12.5,39.4,2.8,16.4,3,13,0,Harvest,SPRAY
11.9,67.5,5.2,1.2,18,6,14,Fruitlet,SPRAY
12.4,56.2,12.4,8.7,3,2,14,Tight Cluster,SKIP
6.6,59.2,14.7,26.1,13,9,14,Fruit Development-II,DELAY
18.8,81.6,27,41.5,12,10,14,Fruit Development-III,DELAY
18.4,73.7,26,38,16,5,14,Petal Fall,DELAY
19.3,39.8,13.4,34.2,14,9,14,Fruit Development-II,DELAY
10,62.6,9.3,7.6,18,8,14,Fruit Development-I,SPRAY
19.7,74.1,16.8,48,19,0,21,Delayed Dormancy,DELAY
21.7,37.3,26.1,38.1,12,7,14,Fruit Set,DELAY
25.3,78.8,15.5,27.4,16,5,14,Petal Fall,DELAY
30.8,64.9,23.1,33.2,16,7,14,Fruit Set,DELAY
32.7,36.9,16.6,44.1,15,8,14,Fruit Development-I,DELAY
19.8,42.8,2.1,27.2,0,14,21,Post-Harvest,SKIP
12.2,33.1,19,25.2,11,5,14,Petal Fall,DELAY
16.5,67.5,11.2,99.9,17,4,10,Flowering,DELAY
10.2,86,1,74.6,15,1,14,Green Tip,DELAY
31.8,32.9,24.3,32.5,17,8,14,Fruit Development-I,DELAY
14,59.4,1,14.7,20,14,21,Post-Harvest,SPRAY
29.6,31.3,32.3,20.9,20,15,21,Dormancy,DELAY
12.8,48.4,12.8,45,11,8,14,Fruit Development-I,DELAY
13.7,35.9,16.4,28.6,17,7,14,Fruit Set,DELAY
21.6,57.6,7.6,3.4,15,7,14,Fruit Set,SPRAY
23.7,43.5,10.7,16.7,15,7,14,Fruit Set,SPRAY
24.4,86.7,1.8,63.2,18,1,14,Green Tip,DELAY
17.8,37.5,23,35.7,12,11,14,Fruit Development-IV,DELAY
19.5,53.4,16.7,45.9,12,8,14,Fruit Development-I,DELAY
13.7,55.4,25.9,43,17,5,14,Petal Fall,DELAY
18.9,87.8,7.6,73.8,20,5,14,Petal Fall,DELAY
33.8,65.3,17.8,43.6,13,12,14,Pre-Harvest,DELAY
21.4,50.2,20.4,39.9,15,2,14,Tight Cluster,DELAY
13.6,66.7,13.8,40.7,7,4,10,Flowering,DELAY
6.7,81.8,15.2,39.6,11,1,14,Green Tip,DELAY
32.1,67.8,20.4,46,13,1,14,Green Tip,DELAY
24.8,30.5,12.9,18.4,1,1,14,Green Tip,SKIP
4.2,61.3,27,37.5,19,14,21,Post-Harvest,DELAY
11.6,27.6,13.1,34.1,12,1,14,Green Tip,DELAY
20.7,62.6,7.4,63.9,19,3,14,Pink Bud,DELAY
22.1,73.5,24.3,42.3,16,5,14,Petal Fall,DELAY
17.4,31.8,24.7,41.5,20,14,21,Post-Harvest,DELAY
21.2,64,26.9,52.1,15,10,14,Fruit Development-III,DELAY
16.8,66.2,25.2,34.7,12,10,14,Fruit Development-III,DELAY
29.4,40.2,13.5,12.5,6,6,14,Fruitlet,SPRAY
37.4,63.7,20.3,54.8,19,0,21,Delayed Dormancy,DELAY
13.7,67.6,10.8,97.3,20,0,21,Delayed Dormancy,DELAY
38.3,73.4,3.5,7.2,14,4,10,Flowering,SPRAY
22.5,39.1,13.2,34.7,14,2,14,Tight Cluster,DELAY
34.4,70.7,25.1,27.9,16,5,14,Petal Fall,DELAY
17.4,61.2,12.9,9.4,6,9,14,Fruit Development-II,SPRAY
6.3,75.1,24,50.5,0,13,0,Harvest,DELAY
9.9,51.6,2.1,14.1,3,12,14,Pre-Harvest,SKIP
1.8,33.3,4.1,11,12,4,10,Flowering,SPRAY
25.4,51.9,3.7,11.2,6,10,14,Fruit Development-III,SPRAY
19.3,37.9,18.3,42.1,11,4,10,Flowering,DELAY
26.1,37.9,34.2,2.5,19,7,14,Fruit Set,DELAY
14.5,45.8,21.5,25.7,2,13,0,Harvest,DELAY
24.2,89.4,19.1,29.4,11,5,14,Petal Fall,DELAY
12.4,54.1,25.9,20.7,15,7,14,Fruit Set,DELAY
31.5,25.9,23.1,28.3,10,4,10,Flowering,DELAY
25.3,63.5,7.6,88,20,15,21,Dormancy,DELAY
26.1,49.5,26.5,40.8,9,4,10,Flowering,DELAY
26.4,79.7,0.7,83.4,14,5,14,Petal Fall,DELAY
23.6,61.5,28.6,3,16,2,14,Tight Cluster,DELAY
39.4,49.1,8.4,2.5,15,12,14,Pre-Harvest,SKIP
27.6,27.6,26.8,34.1,19,14,21,Post-Harvest,DELAY
2.7,69.5,17.7,34.1,15,12,14,Pre-Harvest,DELAY
24.5,82.1,26.2,49.4,11,8,14,Fruit Development-I,DELAY
28.7,51.3,25.9,10.7,19,8,14,Fruit Development-I,DELAY
22.6,52.7,17,43.2,14,7,14,Fruit Set,DELAY
21.8,82.4,2.8,58.6,18,4,10,Flowering,DELAY
34.7,75.1,22.5,41.9,8,4,10,Flowering,DELAY
29.9,34.7,4.4,24.6,0,10,14,Fruit Development-III,SKIP
16.9,51.7,19.1,53,16,10,14,Fruit Development-III,DELAY
11.3,62.4,10.7,81.4,16,8,14,Fruit Development-I,DELAY
10.3,26.7,13.3,48.4,12,7,14,Fruit Set,DELAY
15.5,80.4,19.9,29.1,18,15,21,Dormancy,DELAY
28.5,68,2.4,14.8,16,7,14,Fruit Set,SPRAY
39,72,12.4,12,20,6,14,Fruitlet,SKIP
31.7,71.8,18.3,53.2,15,1,14,Green Tip,DELAY
18.3,78.8,12.7,54.9,15,1,14,Green Tip,DELAY
3.4,50.2,24.2,53.9,12,12,14,Pre-Harvest,DELAY
33.8,75.3,16.6,30,13,9,14,Fruit Development-II,DELAY
34.5,55.1,22.3,27.7,15,1,14,Green Tip,DELAY
29.6,57.8,1.9,11.6,7,3,14,Pink Bud,SPRAY
28.7,65.8,12.4,2.5,10,0,21,Delayed Dormancy,SPRAY
6.4,32.4,19.2,35.9,15,5,14,Petal Fall,DELAY
37.1,64.8,14.6,41.5,11,12,14,Pre-Harvest,DELAY
22.4,67.9,14.4,51.1,12,5,14,Petal Fall,DELAY
13.1,75,19.1,43.8,11,1,14,Green Tip,DELAY
2.1,74.8,12.2,39.9,10,4,10,Flowering,DELAY
19.8,39.1,22.6,38.6,19,0,21,Delayed Dormancy,DELAY
2.2,82.3,16.4,43.9,17,2,14,Tight Cluster,DELAY
10.2,69,2,53.6,18,6,14,Fruitlet,DELAY
11,46.7,2,14.8,19,9,14,Fruit Development-II,SPRAY
29,48.4,12.6,48.1,13,5,14,Petal Fall,DELAY
31.5,74.3,25.5,26.9,14,11,14,Fruit Development-IV,DELAY
16.2,41.6,27.1,5.9,10,4,10,Flowering,DELAY
37.3,59.4,13.4,46.7,15,3,14,Pink Bud,DELAY
32.5,41.9,21.2,43.7,12,9,14,Fruit Development-II,DELAY
24.7,57,14.9,43.3,20,15,21,Dormancy,DELAY
2.1,26.6,22,28.5,17,9,14,Fruit Development-II,DELAY
38,51.9,17.3,41.8,16,6,14,Fruitlet,DELAY
24.2,65.2,0.9,66.4,18,6,14,Fruitlet,DELAY
6.1,46.7,18.3,42.1,11,10,14,Fruit Development-III,DELAY
29.3,44.2,29.7,1,15,5,14,Petal Fall,DELAY
39.1,47.7,11.4,26,20,15,21,Dormancy,SKIP
26.4,61.1,12.3,42.3,13,9,14,Fruit Development-II,DELAY
15.2,56.2,13.8,82.1,20,11,14,Fruit Development-IV,DELAY
16,63.7,25.8,47.5,16,5,14,Petal Fall,DELAY
11.8,30.6,26,36.1,17,10,14,Fruit Development-III,DELAY
12.9,40,25.4,5.7,14,9,14,Fruit Development-II,DELAY
30.8,83.8,14.5,35.2,19,14,21,Post-Harvest,DELAY
7.2,81.7,25.2,53.1,16,9,14,Fruit Development-II,DELAY
19.2,58.5,5.7,0.1,11,4,10,Flowering,SPRAY
12.1,60.6,8.2,0.5,17,2,14,Tight Cluster,SPRAY
15.3,76.3,10.8,84.2,16,6,14,Fruitlet,DELAY
10.3,54.9,5.7,4.5,16,4,10,Flowering,SPRAY
21.6,31.9,28.1,25,18,10,14,Fruit Development-III,DELAY
19.4,57,1.2,1.2,20,14,21,Post-Harvest,SPRAY
28.6,55.2,9.7,12.5,5,12,14,Pre-Harvest,SPRAY
24.7,81.8,7.5,98.7,20,9,14,Fruit Development-II,DELAY
5.3,77.2,23.2,27.9,19,14,21,Post-Harvest,DELAY
36.1,34.3,26.3,32.7,19,14,21,Post-Harvest,DELAY
26.4,60.3,29.5,0.8,17,12,14,Pre-Harvest,DELAY
38.6,56.3,1.8,2.9,20,3,14,Pink Bud,SKIP
25.8,51.3,4.4,9.1,19,3,14,Pink Bud,SPRAY
37.1,49.9,17.5,49.4,15,7,14,Fruit Set,DELAY
17.7,76.2,20.7,32.1,0,13,0,Harvest,DELAY
19.2,52.2,11.5,4.9,12,15,21,Dormancy,SPRAY
26.7,63.8,25.1,34.8,16,2,14,Tight Cluster,DELAY
28.5,91.1,8.9,52,15,1,14,Green Tip,DELAY
12.5,65,19.2,31.2,9,4,10,Flowering,DELAY
34.9,44.8,27.1,38,13,9,14,Fruit Development-II,DELAY
24,58.2,25.6,50.6,11,2,14,Tight Cluster,DELAY
36.8,25.1,21,54.4,11,11,14,Fruit Development-IV,DELAY
10.5,70.6,18.3,34.5,14,9,14,Fruit Development-II,DELAY
13.6,36.9,1.9,15.6,5,12,14,Pre-Harvest,SPRAY
12,57.9,0.2,86.6,15,13,0,Harvest,DELAY
6.9,33.9,24.9,50.8,3,13,0,Harvest,DELAY
17.3,78.3,18.2,31.8,14,5,14,Petal Fall,DELAY
32.5,40.4,20,37.3,20,0,21,Delayed Dormancy,DELAY
21.4,58.2,1.2,10.6,20,11,14,Fruit Development-IV,SPRAY
30.6,69.3,10.9,13,1,2,14,Tight Cluster,SKIP
23.7,51.6,6.4,13.5,17,2,14,Tight Cluster,SPRAY
20.5,55.5,23.7,37.6,19,0,21,Delayed Dormancy,DELAY
25.5,59.1,7.9,1.7,7,9,14,Fruit Development-II,SPRAY
25.6,44,23.8,25.8,14,5,14,Petal Fall,DELAY
27,41.1,1.5,6.2,17,2,14,Tight Cluster,SPRAY
23.7,84.2,23.8,44.8,19,0,21,Delayed Dormancy,DELAY
19.7,87,12.1,68.5,14,5,14,Petal Fall,DELAY
31.6,79.4,24,37.4,10,4,10,Flowering,DELAY
28.1,35.9,21.2,50.3,11,7,14,Fruit Set,DELAY
6.2,35.9,18.4,34,16,8,14,Fruit Development-I,DELAY
38.3,20.7,13,12.6,19,7,14,Fruit Set,SPRAY
26.6,27.7,26.7,44.1,17,10,14,Fruit Development-III,DELAY
25.5,42.7,16.3,49.1,2,13,0,Harvest,DELAY
26.3,40.7,22.8,48.1,15,12,14,Pre-Harvest,DELAY
37.8,45.4,12.2,25.3,11,10,14,Fruit Development-III,DELAY
20.9,69.6,17.6,46.8,19,0,21,Delayed Dormancy,DELAY
11,67.5,9.2,23.4,9,6,14,Fruitlet,SPRAY
6.3,80.7,14.1,44.7,16,3,14,Pink Bud,DELAY
27,41.5,19.5,53.1,16,5,14,Petal Fall,DELAY
11.9,52.8,26.5,48.1,19,14,21,Post-Harvest,DELAY
15.5,32.5,4.3,21.9,17,8,14,Fruit Development-I,SPRAY
19.8,67.1,6.7,3.9,18,8,14,Fruit Development-I,SPRAY
39.3,62.9,1.4,2,18,3,14,Pink Bud,SKIP
2.7,57.4,22.4,25,11,8,14,Fruit Development-I,DELAY
28.9,48,30.2,26.3,17,12,14,Pre-Harvest,DELAY
32.4,75.8,24.6,41.2,18,15,21,Dormancy,DELAY
31.4,56.3,21.1,53.1,13,12,14,Pre-Harvest,DELAY
16.4,66.1,27.3,27.7,15,10,14,Fruit Development-III,DELAY
0.3,30.6,0.6,10.8,15,10,14,Fruit Development-III,SKIP
34.3,66,17.7,27.5,16,9,14,Fruit Development-II,DELAY
7,37.6,23.5,42.8,19,14,21,Post-Harvest,DELAY
23.2,50,13.5,22.7,0,12,14,Pre-Harvest,SKIP
26.3,26.7,26.2,22.6,19,1,14,Green Tip,DELAY
33.3,59.9,23.9,32,18,14,21,Post-Harvest,DELAY
19.6,26.2,26.5,43.6,12,1,14,Green Tip,DELAY
28.1,62.8,1.1,13.4,20,4,10,Flowering,SPRAY
5.8,57.3,24.8,31.6,17,2,14,Tight Cluster,DELAY
31.2,88.8,22.9,34.7,16,6,14,Fruitlet,DELAY
25.8,78.7,4.7,57.8,12,4,10,Flowering,DELAY
21.2,42.5,34.3,1.1,3,13,0,Harvest,DELAY
2.6,56.7,12.1,30.4,11,12,14,Pre-Harvest,DELAY
31.1,75.2,23.1,31.2,16,9,14,Fruit Development-II,DELAY
16.8,86,21.8,26.1,12,8,14,Fruit Development-I,DELAY
5.2,78.7,16.8,37.6,20,15,21,Dormancy,DELAY
30.5,54.8,12.1,27.6,8,7,14,Fruit Set,DELAY
24.6,38.5,12.8,28.4,12,7,14,Fruit Set,DELAY
7.8,85,12.9,35.9,18,15,21,Dormancy,DELAY
26.7,60.3,0.6,20.7,0,13,0,Harvest,SPRAY
19.5,32.5,26.3,46.6,15,5,14,Petal Fall,DELAY
28.9,83.4,15.7,28.3,12,10,14,Fruit Development-III,DELAY
1.1,24.4,8.2,1.5,17,3,14,Pink Bud,SKIP
19,45.5,1.9,20.2,5,4,10,Flowering,SPRAY
9.3,33.3,23.1,26.8,12,11,14,Fruit Development-IV,DELAY
18.5,36.1,17.5,51.6,15,3,14,Pink Bud,DELAY
25,64.7,14.7,54.1,17,5,14,Petal Fall,DELAY
19.8,69.8,8.3,23.4,4,7,14,Fruit Set,SPRAY
28.5,41,17.2,42.4,20,0,21,Delayed Dormancy,DELAY
34.3,52.2,12.7,54.7,12,4,10,Flowering,DELAY
16.2,77.6,23.1,27.9,14,1,14,Green Tip,DELAY
23.9,46.3,2.4,7.9,16,7,14,Fruit Set,SPRAY
12.6,43.4,30.7,16.3,17,2,14,Tight Cluster,DELAY
33.5,51.3,24.6,36.1,19,14,21,Post-Harvest,DELAY
4.5,83.1,17.3,26,19,0,21,Delayed Dormancy,DELAY
24.1,62.4,15.3,45.5,15,8,14,Fruit Development-I,DELAY
4,86.4,22.8,51.6,11,10,14,Fruit Development-III,DELAY
9.9,44.7,9.1,19.7,8,12,14,Pre-Harvest,SPRAY
14.2,29.5,29.8,26.3,18,6,14,Fruitlet,DELAY
29.4,45.8,26.4,40.1,14,6,14,Fruitlet,DELAY
16.6,44.4,30.3,3.4,19,8,14,Fruit Development-I,DELAY
15.3,68.8,23.1,54.3,11,9,14,Fruit Development-II,DELAY
18.5,30.2,26.4,33.7,11,6,14,Fruitlet,DELAY
23.9,49.9,9.6,11.5,20,3,14,Pink Bud,SPRAY
29.5,49,5.9,20.7,0,0,21,Delayed Dormancy,SKIP
